Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
組成<BR>本剤は原料（イカ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（イネワラ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（イワシ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（イースト［パン種］）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（エダマメ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（エビ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（カツオ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（カナムグラ花粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（カニ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（カポック）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（カモガヤ花粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（キヌ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（キヌ）を[Number][Unit][ActIngreName]で抽出して得たアレルゲンを含む液（[Number]：[Number]）である：[Number][Unit][ActIngreName]［[ActIngreName][Number][Unit]（Ｗ／Ｗ）[ActIngreName][Number][Unit]（Ｗ／Ｗ）］,81,94,1,8,Cluster  8
組成<BR>本剤は原料（クリ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（サバ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（スギ花粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ススキ花粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ソバガラ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ソバ粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ソバ粉）を[Number][Unit][ActIngreName]で抽出して得たアレルゲンを含む液（[Number]：[Number]）である：[Number][Unit][ActIngreName]［[ActIngreName][Number][Unit]（Ｗ／Ｗ）[ActIngreName][Number][Unit]（Ｗ／Ｗ）］,81,94,1,8,Cluster  8
組成<BR>本剤は原料（ソバ粉）を[Number][Unit][ActIngreName]で抽出して得たアレルゲンを含む液（[Number]：[Number]）をさらに[Number][Unit][ActIngreName]で表示濃度に希釈したものである（[Number]：[Number]）：[Number][Unit][ActIngreName]［[ActIngreName][Number][Unit]（Ｗ／Ｗ）[ActIngreName][Number][Unit]（Ｗ／Ｗ）］,81,94,1,8,Cluster  8
組成<BR>本剤は原料（タタミ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（トウフ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（トウモロコシ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ナイロン）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ナシ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（バナナ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ヒメガマ花粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ビール）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（ブタクサ花粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（マグロ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（マユ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（モミガラ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（リンゴ）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（大麦）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（小麦粉）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（米）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（綿布）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（綿）から抽出し透析法により得た特異的アレルゲンを含む無菌生理[ActIngreName][Form]で無菌操作法により調製し原料重量に対して[Number][Unit]液（[Number]：[Number]）である,12,93,1,8,Cluster  8
組成<BR>本剤は原料（綿）を[Number][Unit][ActIngreName]で抽出して得たアレルゲンを含む液（[Number]：[Number]）である：[Number][Unit][ActIngreName]［[ActIngreName][Number][Unit]（Ｗ／Ｗ）[ActIngreName][Number][Unit]（Ｗ／Ｗ）］,81,94,1,8,Cluster  8
組成<BR>本剤は原料（綿）を[Number][Unit][ActIngreName]で抽出して得たアレルゲンを含む液（[Number]：[Number]）をさらに[Number][Unit][ActIngreName]で表示濃度に希釈したものである（[Number]：[Number]）：[Number][Unit][ActIngreName]［[ActIngreName][Number][Unit]（Ｗ／Ｗ）[ActIngreName][Number][Unit]（Ｗ／Ｗ）］,81,94,2,8,Cluster  8
組成<BR>本剤は原菌（[ActIngreName]）から得た特異的アレルゲンを含む[Number][Unit][ActIngreName]で培養液から得た凍結乾燥物重量に対し表示濃度に希釈したものである（[Number]：[Number]）,97,95,2,8,Cluster  8
組成<BR>本剤は原菌（アルテルナリア）から得た特異的アレルゲンを含む[Number][Unit][ActIngreName]で培養液から得た凍結乾燥物重量に対し表示濃度に希釈したものである（[Number]：[Number]）,97,95,1,8,Cluster  8
組成<BR>本剤は原菌（カンジダ）から得た特異的アレルゲンを含む[Number][Unit][ActIngreName]で培養液から得た凍結乾燥物重量に対し表示濃度に希釈したものである（[Number]：[Number]）,97,95,4,8,Cluster  8
組成<BR>本剤は原菌（クラドスポリウム）から得た特異的アレルゲンを含む[Number][Unit][ActIngreName]で培養液から得た凍結乾燥物重量に対し表示濃度に希釈したものである（[Number]：[Number]）,97,95,1,8,Cluster  8
組成<BR>本剤は真菌（[ActIngreName]）培養液から得た凍結乾燥物に[Number][Unit][ActIngreName]及び緩衝[ActIngreName][Form]を加えて得た特異的アレルゲンを含む[Form]で凍結乾燥重量に対して[Number][Unit]液（[Number]：[Number]）である,97,95,2,8,Cluster  8
組成<BR>本剤は真菌（アルテルナリア）培養液から得た凍結乾燥物に[Number][Unit][ActIngreName]及び緩衝[ActIngreName][Form]を加えて得た特異的アレルゲンを含む[Form]で凍結乾燥重量に対して[Number][Unit]液（[Number]：[Number]）である,97,95,1,8,Cluster  8
組成<BR>本剤は真菌（カンジダ）培養液から得た凍結乾燥物に[Number][Unit][ActIngreName]及び緩衝[ActIngreName][Form]を加えて得た特異的アレルゲンを含む[Form]で凍結乾燥重量に対して[Number][Unit]液（[Number]：[Number]）である,97,95,1,8,Cluster  8
組成<BR>本剤は真菌（クラドスポリウム）培養液から得た凍結乾燥物に[Number][Unit][ActIngreName]及び緩衝[ActIngreName][Form]を加えて得た特異的アレルゲンを含む[Form]で凍結乾燥重量に対して[Number][Unit]液（[Number]：[Number]）である,97,95,1,8,Cluster  8
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit],64,100,3,9,Cluster  9
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number]<<BR>>[Formula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Formula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit],69,98,1,9,Cluster  9
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[Formula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Formula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit],13,97,1,9,Cluster  9
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>熱量<BR>[Number][Unit]<<BR>>[Formula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Formula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>本剤は,13,97,2,9,Cluster  9
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>熱量<BR>[Number][Unit]<<BR>>[Formula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Formula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number]（ｍｍｏｌ／[Unit]）<<BR>>本剤は,13,97,2,9,Cluster  9
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>熱量<BR>[Number][Unit]<<BR>>[Formula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Formula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit],13,97,1,9,Cluster  9
